Name,item_category,item_brand,item_weight,item_type
шампунь tresemme repair and protect восстанавливающий 400 мл,"Красота, гигиена, бытовая химия",tresemme,"0,4 кг",шампунь
шампунь tresemme diamond strength укрепляющий 400 мл,"Красота, гигиена, бытовая химия",tresemme,"0,4 кг",шампунь
шампунь tresemme beauty-full volume для создания объема 400 мл,"Красота, гигиена, бытовая химия",tresemme,"0,4 кг",шампунь
шампунь tresemme beauty-full volume для создания объема 230 мл,"Красота, гигиена, бытовая химия",tresemme,"0,23 кг",шампунь
шампунь shamtu густота и объем с экстрактом одуванчика 360 мл,"Красота, гигиена, бытовая химия",shamtu,"0,36 кг",шампунь
шампунь tresemme luminous nutrition питательный 230 мл,"Красота, гигиена, бытовая химия",tresemme,"0,23 кг",шампунь
шампунь tresemme luminous nutrition питательный 400 мл,"Красота, гигиена, бытовая химия",tresemme,"0,4 кг",шампунь
шампунь tresemme protein thickness для создания густоты волос 400 мл,"Красота, гигиена, бытовая химия",tresemme,"0,4 кг",шампунь
шампунь creightons детокс и увлажнение 250 мл,"Красота, гигиена, бытовая химия",creightons,"0,25 кг",шампунь
колбаса россиянка юбилейная сырокопченая 200 г,"Птица, мясо, деликатесы",россиянка,200 г,колбаса
кофе lavazza qualita oro молотый 125 г,"Чай, кофе, сахар",lavazza,125 г,кофе
шампунь pantene густые и крепкие 90 мл,"Красота, гигиена, бытовая химия",pantene,"0,1 кг",шампунь
сыр fine life чечил спагетти 45% 100 г бзмж,"Молоко, сыр, яйца",fine life,"0,1 кг",сыр
сыр fine life чечил спагетти копченый 45% 100 г бзмж,"Молоко, сыр, яйца",fine life,"0,1 кг",сыр
зубная паста splat земляника-вишня детская 50 мл,Товары для мам и детей,splat,"0,06 кг",зубная паста
корм kitekat для кошек ягненок рагу 85 г,Зоотовары,kitekat,,корм
"чай fuzetea холодный черный персик-роза 0,5 л","Воды, соки, напитки",fuzetea,"0,5 л",чай
шампунь metro professional tender care 40 шт х 7 мл,"Красота, гигиена, бытовая химия",metro professional,"0,3 кг",шампунь
корм gourmet gold двойное удовольствие для кошек с уткой и индейкой 85 г,Зоотовары,gourmet,,корм
кофе aro натуральный среднебжаренный молотый 250 г,"Чай, кофе, сахар",aro,250 г,кофе
пюре бабушкино лукошко яблоко без сахара с 4 месяцев,Товары для мам и детей,бабушкино лукошко,"0,1 кг",пюре
пюре бабушкино лукошко яблоко и абрикос с 5 месяцев 100 г,Товары для мам и детей,бабушкино лукошко,"0,1 кг",пюре
пюре сады придонья яблоко-абрикос с 5 месяцев 125 г,Товары для мам и детей,сады придонья,"0,12 кг",пюре
кофе aro растворимый сублимированный 80 г,"Чай, кофе, сахар",aro,80 г,кофе
